circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,R_ground,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RCBV12.R4B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.049438305,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.R5B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.047150905,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.R6B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.049010018,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.R7B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.051780394,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.R8B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.048347812,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.L1B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.051455354,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.L2B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.047742496,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.L3B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.048635461,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.L4B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.049948245,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.L5B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.016740631,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.L6B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.014818832,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.L7B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.048762107,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.L8B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.027165195,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.R1B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.065311158,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.R2B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.063396544,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.R3B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.062274408,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.R4B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.063215702,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.R5B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.061972733,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.R6B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062592311,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.R7B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.063515337,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV13.R8B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.060093122,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.L1B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.061053963,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.L2B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062870244,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.L3B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.064316006,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.L4B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.018379326,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.L5B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.066028827,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.L6B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062241034,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.L7B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.018639202,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.L8B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.018244989,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.R1B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.046583938,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.R2B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.018708354,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.R3B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.046937054,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.R4B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.051603251,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.R5B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.014537524,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.R6B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.047935097,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.R7B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.048973952,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV14.R8B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.050361124,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.L1B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.04673149,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.L2B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.014424115,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.L3B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.018914644,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.L4B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.018700078,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.L5B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.016653615,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.L6B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.04874443,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.L7B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.048687778,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.L8B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.045775996,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.R1B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.062313627,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.R2B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.06622105,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.R3B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.060127226,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.R4B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.063035934,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.R5B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.062272636,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.R6B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062899157,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.R7B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.065259881,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV15.R8B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.018759814,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.L1B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.018703854,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.L2B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.035950348,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.L3B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.063940648,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.L4B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062496805,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.L5B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.066163801,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.L6B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.022017799,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.L7B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.061577215,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.L8B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.06068058,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.R1B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.046722326,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.R2B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.05146582,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.R3B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.047133657,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.R4B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.051768216,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.R5B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.047782304,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.R6B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.047729308,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.R7B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.051307442,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV16.R8B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.049340677,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.L1B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.049045793,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.L2B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.047843577,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.L3B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.018129428,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.L4B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.04991484,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.L5B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.051832494,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.L6B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.046367771,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.L7B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.04854007,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.L8B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.045866516,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.R1B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.062362605,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.R2B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.065602945,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.R3B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.060125339,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.R4B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.063079337,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.R5B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.021720842,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.R6B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.018780678,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.R7B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.064854397,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV17.R8B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062680196,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.L1B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.060368484,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.L2B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.063569764,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.L3B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.018603249,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.L4B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062759655,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.L5B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.023822082,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.L6B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.063082233,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.L7B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.061948757,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.L8B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062350257,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.R1B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.046336552,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.R2B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.049722769,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.R3B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.046882889,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.R4B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.051891191,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.R5B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.046414408,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.R6B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.047654371,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.R7B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.050711646,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV18.R8B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.048620682,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
